DISTRICTS,YEAR,YIELD,NDVI_JUN,NDVI_JUL,NDVI_AUG,NDVI_SEP,NDVI_OCT,NDVI_NOV,LAI_JUN,LAI_JUL,LAI_AUG,LAI_SEP,LAI_OCT,LAI_NOV,ET_JUN,ET_JUL,ET_AUG,ET_SEP,ET_OCT,ET_NOV,LST_JUN,LST_JUL,LST_AUG,LST_SEP,LST_OCT,LST_NOV,RF_JUN,RF_JUL,RF_AUG,RF_SEP,RF_OCT,RF_NOV,Anuppur,Ashoknagar,Balaghat,Barwani,Betul,Bhind,Bhopal,Burhanpur,Chhatarpur,Chhindwara,Damoh,Datia,Dewas,Dhar,Dindori,Guna,Gwalior,Harda,Hoshangabad,Indore,Jabalpur,Jhabua,Katni,Mandla,Mandsaur,Morena,Narsinghpur,Neemuch,Panna,Raisen,Rajgarh,Ratlam,Rewa,Sagar,Satna,Sehore,Seoni,Shahdol,Shajapur,Sheopur,Shivpuri,Sidhi,Tikamgarh,Ujjain,Umaria,Vidisha,NDVI_summer,LST_autumn
Jabalpur,2014.0,1.186047,0.273571991823436,0.213271,0.45815179793590677,0.632452,0.56005,0.392552092836466,0.4722735510228794,0.38325971648435997,1.14274,1.629162,0.9137735664698244,0.659706729457605,1.2317351395174714,5.519815,3.145954532946279,3.2807175880204507,16.64669,2.056271809543167,317.4249,311.1866,5.724441597800169,305.4069,304.9604,303.8776,1.585480819282976,2.7944945284606932,2.1867439581272534,1.9908892508192602,0.790626369997595,0.20959619892883533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1090719999999998,914.2448999999999
Jhabua,2014.0,0.836066,0.2185610677561205,0.217224,0.4180193066795161,0.595648,0.46958,0.3404564320206292,0.28782881168505303,0.18117172932898062,1.030954,1.710134,0.7118001276191532,0.5037744223728905,1.1134608346777646,3.110594,3.077979779641446,3.2471071444526496,11.76396,1.9320425801191328,315.2184,310.6698,5.720026817977771,304.4891,308.886,308.1658,0.5699106138987813,2.50096042886006,2.102263381074498,1.9104881317124986,0.4324620555484084,0.08415730800672332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980459,921.5409
Katni,2014.0,1.0,0.27986711506500594,0.340231,0.4740118356432573,0.637485,0.565584,0.3815555388593185,0.4817802616914819,0.4525293392672854,1.160381,1.683044,0.886047171239086,0.6514758671371443,1.2214152957500675,5.833999,3.1673867218377048,3.22107859698334,14.94309,1.948083499902192,315.8806,310.9627,5.7251717510554405,305.1392,304.6313,303.41,1.3949388892886545,2.556979218579652,2.001627556890669,2.128004418116606,0.9492751164139488,0.16071309996866234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269611,913.1805000000002
Mandla,2014.0,1.272727,0.33955319986167043,0.264628,0.45262728115221074,0.689767,0.648364,0.4414112348816335,0.6691208459570909,0.4641590831111171,1.469723,1.886442,1.1070092684814674,0.8538091870428457,1.6495624477862465,10.29583,3.2954082556455124,3.4474226720516477,20.91728,2.411043903974098,315.6318,308.3552,5.718203325878362,303.3134,303.2741,301.694,1.5958412959539392,2.782449321344404,2.4302269261616334,2.1316883438343366,1.1728068523107757,0.22840249877739083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2413859999999999,908.2815
Mandsaur,2014.0,0.789668,0.17470092674589377,0.155553,0.46889614120718964,0.556681,0.337815,0.2939978359629257,0.2165458341658737,0.16875156620275503,0.97531,1.786752,0.4602752112680838,0.36334365855068884,0.5038535754232094,1.449301,3.1815909008655257,3.3020766174609615,5.558188,1.4787085333576235,315.7196,311.9371,5.729351451095054,304.7224,310.4542,306.4779,0.26235503365565643,2.511078655341646,2.3517652763342074,1.7644706602678253,0.19480909525489742,0.06937586480231425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944672,921.6545
Morena,2014.0,1.0,0.19115079741403604,0.266163,0.409318341526662,0.451693,0.362835,0.28250846238106103,0.2537084492134897,0.2960407908268749,0.998864,1.276596,0.5160776079209318,0.3903155982503227,0.05243399354281997,0.769909,2.433202744795663,2.4209794972820915,3.766491,1.1968095090784376,317.5078,312.4839,5.736239016140685,307.5055,309.3895,304.7518,0.4807673668177069,1.8944625570502118,2.0509394384352007,1.531551611377001,0.26906560638813337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982596,921.6468
Narsinghpur,2014.0,1.305882,0.3035158046815987,0.238412,0.46326346528883544,0.646949,0.574747,0.41957837905142026,0.5170327198254421,0.36032198539084964,1.220773,1.63279,0.9167394311935576,0.7403975884843464,1.193589079571197,4.157173,3.173472100234322,3.287932374327667,16.2699,2.1440478730182435,316.067,310.1458,5.725470904408018,304.7964,305.7966,304.0892,1.4949348418065256,2.8632825813948033,2.172936552333695,1.9676122317475673,0.6756973133518628,0.23442052653793527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182277,914.6822000000001
Neemuch,2014.0,0.811594,0.20847570245037564,0.238915,0.4876882062326353,0.562203,0.383289,0.3108071155834737,0.2935602619942036,0.26375253114844754,1.199549,1.758056,0.5493368545269196,0.43837234339288106,0.7139723241238267,1.917281,3.1991770721768678,3.2516395828353772,6.631575,1.6142425516473946,316.3539,311.8546,5.724573828687244,304.8025,309.6557,305.8668,0.2932388548995259,2.49151642369032,2.176373473914328,1.8727122242213476,0.22393363911262834,0.0356875558203523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0992609999999998,920.325
Panna,2014.0,1.171429,0.25681350283931326,0.307007,0.4853385706913277,0.589461,0.517425,0.3715890733483031,0.47887169148913566,0.4592586077095556,1.389985,1.631824,0.8258499174441158,0.6397020990539195,0.7916377520981158,1.73721,3.259806613470165,3.0844086802786244,11.47306,1.8192329271286753,317.6549,311.8927,5.726006677374409,306.5541,306.2584,304.8596,1.2057579100761726,2.372927333672763,1.8440384609896259,1.911576730739643,0.8503564638015171,0.13984976460563026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224536,917.6721
Raisen,2014.0,1.260504,0.2555968013739099,0.148877,0.44832662139535506,0.620526,0.519454,0.3741388581841048,0.40135266358803834,0.2624819498499871,1.05234,1.725231,0.8742817832024472,0.6384602395252599,0.685751399065409,2.131593,3.1656222946837476,3.2534677648376973,13.86318,1.9720677507427107,317.7611,311.819,5.725571037173712,304.5897,306.6538,305.3147,1.2700276440212437,2.8167138553860753,2.272439959894154,2.096487308600707,0.37177456865059755,0.19854835397881823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.005799,916.5582
Rajgarh,2014.0,1.352381,0.2064514094386317,0.113928,0.44310957964507725,0.535779,0.386699,0.3019244170461119,0.21733551729123107,0.1462728740951397,1.000546,1.511459,0.5253691520945073,0.34253311803045405,0.37329240593815793,1.173941,3.2042489721123806,3.208433088803482,7.229025,1.3453642878426704,317.5417,314.6845,5.731345111126589,305.556,310.1539,308.2965,0.6841478074031446,2.647584441666479,2.4435324194802943,1.7944549996860601,0.1420697122073318,0.18278228397621812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900779,924.0064
Ratlam,2014.0,0.882096,0.19509627813682176,0.177317,0.4693296521742056,0.589563,0.387371,0.3153091557561677,0.21555563575928022,0.14268028855311155,1.208316,1.900781,0.5419899326083011,0.404452595690424,0.5988051819169451,1.900513,3.118012293712635,3.360916907160132,7.988936,1.66586266832397,316.1927,309.5029,5.72590984861404,304.1706,310.8172,308.554,0.44873147272019565,2.491925294707144,2.137159354582505,1.8906677136818604,0.3048429781780155,0.022760992114596226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991667,923.5418
Rewa,2014.0,1.014085,0.24832853047714232,0.37446,0.4492963303575851,0.597146,0.54919,0.3582008791072527,0.33336957118608085,0.4174022428366364,1.078709,1.254011,0.7056961123212853,0.543348185071352,0.2808334239049349,2.623196,2.939091020081211,2.7875813933586544,9.31071,1.6628690998988045,316.3871,308.3859,5.727884669081626,305.5375,304.2995,302.9789,1.0179570323138196,2.1981596955324374,1.9008053356308439,1.9329446012867182,1.1439794582130594,0.06154372872001597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22355,912.8159
Sagar,2014.0,1.261745,0.25471508393587544,0.248316,0.481099961604104,0.607115,0.430712,0.3294634466201758,0.38850543578313074,0.3717725001194718,1.199782,1.637233,0.6587125557915637,0.49836025284934604,0.7624773284961335,3.937989,3.2446308972384834,3.1729633960436248,9.709836,1.6348085390234632,317.5827,312.1322,5.726234530291936,305.8249,309.1399,306.8492,1.177918109522615,2.4987996929754237,2.0590064093945424,1.9153403316243898,0.3494032692805972,0.17247237915796068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.156263,921.814
Satna,2014.0,2.041667,0.2530316197300468,0.317343,0.4745321101807094,0.604996,0.54618,0.3728186305663033,0.3970914802719249,0.4312452591954081,1.216121,1.46796,0.7884309963803798,0.6260090166105572,0.5819094277292428,1.600136,3.132553810213747,2.9872771293519516,11.00056,1.8496360047864984,317.1869,310.6087,5.725999831204425,305.3486,304.4837,303.5458,1.275756298401114,2.322842224830524,1.8441396893644053,1.890922822077895,1.2451281832674288,0.08280136062755529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212529,913.3781
Sehore,2014.0,1.336788,0.2347985669801103,0.119188,0.4617181492589579,0.596392,0.42976,0.34818904028843417,0.29691506687275887,0.1483725902011004,1.14082,1.80344,0.6844313074501915,0.48208164546523524,0.4940862997616926,1.850598,3.119334787595244,3.3078598548978073,10.80768,1.7805719550457713,317.4952,312.681,5.726282767168908,304.4631,308.7383,307.4282,0.9160787093989785,2.8069321762622366,2.365252145275704,1.9782199488515821,0.3741030877122128,0.2022679646028942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706400000000001,920.6296
Seoni,2014.0,1.2875,0.31612957781997936,0.291223,0.46063424835845257,0.655401,0.589608,0.39897878398338504,0.5640721293939318,0.43779740692817015,1.660331,1.6732,0.9657283054764861,0.7095415553761124,1.3883532401730716,11.13944,3.223854212108484,3.3786674787283975,18.84749,2.2055622774660293,316.6606,310.1298,5.717541056459071,304.6951,305.0227,304.3774,1.71798500555676,2.785769596590283,2.29491394482962,2.0688895648740333,1.1130380682912824,0.33002291294130587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24811,914.0952
Shahdol,2014.0,1.25,0.3159706508247283,0.398684,0.43844265524532744,0.63319,0.60731,0.4122460653630067,0.616891750421814,0.568265131428702,1.110037,1.644543,0.9589834874292765,0.7800131719816055,1.5341363975222813,9.362219,3.1772455871407184,3.2638820771594528,16.77449,2.276347990793409,313.8154,308.3325,5.7261197953978655,303.7117,303.2943,301.3119,1.4581186204425332,2.4985810607410928,2.199746505710985,2.1215527847618922,1.330596380328257,0.04548470716070549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3205649999999998,908.3179
Shajapur,2014.0,0.78,0.20825405082006485,0.119142,0.47574151107160645,0.535267,0.374143,0.30843939094408634,0.21995527415581972,0.13751594374663667,1.212982,1.833718,0.49767959209597545,0.3511820857767367,0.4399541316329068,1.4526,3.1391743922870283,3.31198139448617,7.200584,1.4404647875906422,317.5915,314.3579,5.727485329305056,304.8135,310.6424,308.6802,0.6571282163338933,2.687786267420599,2.4447788586972212,1.8378209934081662,0.19830644828559763,0.16747015194132445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959875,924.1360999999999
Sheopur,2014.0,0.980769,0.240522852569374,0.313572,0.46344781175753397,0.546032,0.455258,0.3386192159251232,0.41696011991465187,0.5067350688421721,1.399084,2.003602,0.8083165814244115,0.6086899933939611,0.1794173436465648,1.406871,3.0800440097905017,2.892480089358176,5.644872,1.6306460221651882,317.0,313.3319,5.731545166474822,306.1667,308.4728,304.8315,0.6399889904400748,2.327494950277763,2.143284273937456,1.5348962462487161,0.24161666775139054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,1.175031,919.471
Shivpuri,2014.0,1.626667,0.2413684640848708,0.274811,0.48570594999797445,0.555932,0.435495,0.3059121403949764,0.3617723301628887,0.4002502007514703,1.258283,1.868912,0.7016053095245305,0.479793674976702,0.43302644749271524,1.197018,3.1334229418865425,3.0662783382116974,6.811887,1.4100753387851932,316.7319,313.3924,5.731258851254077,305.8505,308.6737,306.1356,0.7330484313257362,2.209161492479372,2.1258769116869343,1.6804766364036412,0.1899829664341277,0.004736763800280631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,1.173123,920.6598000000001
Sidhi,2014.0,1.5,0.3276880541240943,0.434873,0.4575779998673443,0.62729,0.587976,0.40757687675433235,0.5942556955307,0.5936864491208087,1.281662,1.510827,0.8831235311864276,0.740352756599139,1.0575096992292266,6.588894,3.215920261490566,3.160717334647944,13.5122,2.1123253923401357,313.0544,306.5806,5.725633003569681,304.0697,303.5185,301.1185,1.1298496166718435,2.256395803615576,2.1228414904188244,2.051194576104189,1.245664116879753,0.052987059157802587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,1.4028710000000002,908.7067
Tikamgarh,2014.0,1.657895,0.23229673284509605,0.310372,0.4897572357325719,0.568413,0.390678,0.2954225376068285,0.3115851051132634,0.33143600463909784,1.169543,1.373672,0.494955964202894,0.35146781031911095,0.5548266238891303,2.140502,3.099837751981962,2.9011352893652016,5.461971,1.1458631735166551,316.4546,313.3243,5.727812428712506,306.6976,309.8025,306.5117,0.7683998187620175,2.2653220703136663,2.0144370453260083,1.8625335090480166,0.26478747995405094,0.12468803010576932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,1.203786,923.0118
Ujjain,2014.0,0.692841,0.20206862699131173,0.150546,0.496479407148998,0.54435,0.330802,0.30469551948092927,0.21421420308086175,0.1354823632430827,1.432425,2.09343,0.44555531493710865,0.3506427870069395,0.5750058932390969,1.807699,3.0878824658526662,3.359713709948487,6.593155,1.5300167115851795,315.9794,311.5438,5.720477664486601,303.1463,311.4996,308.8236,0.6431456830223966,2.4136898786970113,2.1992927704829213,1.8749435453254455,0.18475276567579585,0.16944315164555196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,1.0174050000000001,923.4694999999999
Umaria,2014.0,1.142857,0.3383903957771167,0.379485,0.47330940912940994,0.659874,0.636296,0.440194983295851,0.6918077839686727,0.6134998946968991,1.278847,1.912962,1.0782905266448124,0.894447904785016,1.5619271394945702,8.884266,3.250038388939662,3.3366421492738407,18.72028,2.3955074241556273,314.5885,308.7537,5.726157281257144,304.2902,303.4757,301.5102,1.3898213838561184,2.4817650534712996,2.074112241150836,2.0776953930492734,1.072597143583717,0.11365095480118236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,1.3874710000000001,909.2761
Vidisha,2014.0,1.168627,0.2105842119563109,0.162007,0.4817364052527474,0.564178,0.35643,0.28359498166327995,0.25098203971261257,0.22529802876001345,1.178481,1.619415,0.525976861869139,0.37385747511222134,0.4058437030987025,1.444089,3.336605525768978,3.1261300741031834,6.798599,1.3703697346489414,317.6807,313.5458,5.729528840796325,305.1402,310.9823,308.3919,1.0259480430702541,2.602076905140285,2.079417041379706,2.010071232900962,0.2169395462112614,0.16061005876273357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,1.015289,924.5144
Anuppur,2015.0,0.5,0.32988127818116697,0.524582,0.44033663365150144,0.577129,0.505673,0.37805554127135543,0.558223390428352,0.6383688731945342,1.276601,1.697705,0.7930115198739647,0.6442489105472872,1.830373267476508,18.61959,3.2545776617242836,3.2206406666184457,13.08665,2.1196056798600518,313.6504,305.7007,5.725300296830964,304.6367,306.5668,303.2618,1.8650794762568768,2.410480293622134,2.4376167346819506,1.581365956288864,0.8846890163054688,0.21785921376358314,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468615,914.4653000000001
Ashoknagar,2015.0,1.324138,0.22270985728254736,0.439013,0.5146740092223907,0.403152,0.31485,0.27447220507661024,0.2789740171547116,0.49982877950864196,1.854628,1.262304,0.40643796805975607,0.3414341914509711,0.9021613810682856,7.531489,3.2063987083792824,2.578255817154596,2.149242,0.9997325789988502,318.4423,308.9372,5.7131811682369875,307.8078,313.5783,307.679,1.3172411306685163,2.462438623469734,2.1823347159528,1.0454126168938465,0.24346761126820016,0.0003649334037046057,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361564,929.0650999999999
Balaghat,2015.0,0.78,0.4013968439322104,0.59355,0.5154955028873764,0.757452,0.700914,0.4811753673426401,0.6832533981078862,0.706931735530562,1.652582,3.026408,1.2727081626592212,1.0389433142418802,1.2255397566379278,19.66314,3.3436593663709266,3.63005179491765,21.79734,2.6282577954338464,311.6229,303.6018,5.714821651445315,301.7181,302.5005,301.2272,2.277933627057139,2.30092501582812,2.709318729513059,2.0638762790600147,0.602543905877026,0.2778794331916725,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7619280000000002,905.4458
Barwani,2015.0,1.088235,0.2703812729728716,0.335328,0.4525992987353421,0.555365,0.452619,0.3413467653499596,0.34727792997753504,0.3866322104721559,1.088254,1.375552,0.629722172569769,0.48885114370408445,1.7194072113159367,9.561448,3.0663216699166043,2.99524565517447,7.773425,1.7202011669786943,316.3095,308.2291,5.723253020675706,307.217,310.2168,309.9295,2.084092086115231,2.2288297202083216,1.571694092137463,1.9685426620027693,0.23968045979386765,0.05770271012828925,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218186,927.3633
Betul,2015.0,0.492126,0.3589631240567333,0.426989,0.48995085393034626,0.628615,0.546415,0.4050103380492683,0.6356928405852357,0.5907173661986946,1.191924,2.090097,0.8906499999606733,0.7212719453523806,1.9699403820419976,17.33623,3.1980337295122387,3.362224024580505,12.89318,2.1488934411306633,314.6784,307.3059,5.711999290638993,304.065,306.9125,305.3961,2.0624088046931375,2.4745069263064225,2.6862305409622844,1.5831473237597542,0.34649399349491067,0.2847374914251322,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491069,916.3735999999999
